"","resTime_Jan_tmin_voccMag","resTime_Jan_tmin_voccAng","resTime_Jun_tmin_voccMag","resTime_Jun_tmin_voccAng","resTime_Jan_tmax_voccMag","resTime_Jan_tmax_voccAng","resTime_Jun_tmax_voccMag","resTime_Jun_tmax_voccAng","resTime_Jan_ppt_voccMag","resTime_Jan_ppt_voccAng","resTime_Jun_ppt_voccMag","resTime_Jun_ppt_voccAng","resTime_Jan_dsi_voccMag","resTime_Jan_dsi_voccAng","resTime_Jun_dsi_voccMag","resTime_Jun_dsi_voccAng"
"MAPS_YOSE",105.832682342983,0.228411370444448,147.432468687035,0.184306304376958,148.436587051678,0.177912270058873,147.432468687035,0.184306304376958,19.3742137886979,0.0626816619916281,9.02748411421939,0.107949561088499,8.02390044072324,0.0597395221720396,6.26624474710295,0.0616900850612792
"MAPS_YOSE2",40.5548154151002,0.107274578048846,197.363288713982,0.0473690673195011,128.770418508527,0.0467024378432132,197.363288713982,0.0473690673195011,62.3622499000583,0.0859986023838168,19.3968402417186,0.0878200909148378,6.7815504218371,0.0511787250008173,4.26964736035338,0.0510610729218581
"Base Camp",160.19929057148,0.0592768664945758,217.187333294451,0.0580092694957435,144.775919890639,0.0579130106836969,217.187333294451,0.0580092694957435,82.4147489446305,0.0361394705658059,22.7793915034746,0.121052824631778,2.22522289999191,0.0620665321840985,2.50092433016772,0.0424883900895017
"Cantiles",187.735231346546,0.0372387998328789,236.569545919176,0.0371783904365553,158.09262528959,0.0371027993666392,236.569545919176,0.0371783904365553,85.2586645736133,0.0521867486656447,23.3018552373155,0.0578903868928763,2.78626305365895,0.0409842607453891,4.51222124821334,0.0367672397703844
"Guanales",155.645633811855,0.0366294932894809,187.949561455744,0.03669093436083,126.373178792812,0.036582995629995,187.949561455744,0.03669093436083,65.6784360433008,0.0439308047279451,17.9081384855639,0.0698317122165524,2.27245277107206,0.0412325400519087,5.26734429314167,0.0358048044319941
"CERRO",270.518876705284,0.0584975371665595,336.203992609302,0.058499760039988,306.616268585974,0.058498406727042,336.203992609302,0.058499760039988,67.5825250240329,0.0584836077686151,30.2411728632978,0.0587976372386711,9.8730988280143,0.058731584722685,39.4901130379245,0.0585143008705995
"MoSI_JAGU",89.9719387405912,0.0525785885812156,304.707907169788,0.0535368519870214,71.825227600371,0.0528767124572513,304.707907169788,0.0535368519870214,247.17291251745,0.117344063283349,11.5994343189769,0.0580578643381024,6.26562936738117,0.0495362530424296,1.32562077731587,0.0894045421261059
"MoSI_MOMB",359.089679015722,0.0574652545989471,1186.43830915176,0.0577516562869337,455.394689194701,0.0576358934037151,1186.43830915176,0.0577516562869337,85.91251634844,0.0579570500907229,35.0251969137003,0.0577904582429081,5.36843577187693,0.0600043572663498,1.27620081700822,0.0597830185368224
"MoSI_MVCR",266.556832034329,0.153047691139266,764.453577277959,0.1528836010954,332.483440085752,0.152433060313256,764.453577277959,0.1528836010954,561.705426625969,0.168319828257687,31.869212715122,0.068520566125563,24.0482766202316,0.16541246675999,11.1084358759261,0.0500418983051963
"MoSI_NAVO",1176.22007882995,0.0428762037229611,125379.174845249,0.0581210701633405,3826.89487738702,0.0886134848193789,125379.174845249,0.0581210701633405,27.201238675301,0.0906435679643888,159.15060303749,0.0447883848707675,42.6623485337691,0.0341511485844091,40.694584354567,0.0342875666567601
"MoSI_RLT-",320.06925933568,0.0711025028048798,263.978398742317,0.069347777619715,239.67280338506,0.0696261079127717,263.978398742317,0.069347777619715,92.220939270529,0.0726180451043864,201.426078199729,0.0413820506032856,1.65214998992525,0.0478820637129469,51.7503830437781,0.0551030181431138
"TANGARAS",328.650428472372,0.0730087858508592,271.055752227443,0.0712070158678479,246.098515331221,0.0714928082937116,271.055752227443,0.0712070158678479,94.6934150073976,0.0745649603711322,206.826382025094,0.0424915178985421,1.6964447107996,0.0491657986401544,53.1378289694161,0.0565803493920119
"NPS_ACAD1",80.3155469409197,0.0662821342646461,565.457831222627,0.0471249871166994,15.269345475662,0.0740693007070189,565.457831222627,0.0471249871166994,221.384627634388,0.0636630250921206,20.1756228065989,0.0481099811574787,9.3558061647271,0.0482444225653446,10.4302934557316,0.0485327830223618
